OBJECTID,GEOID,GEOG,2000_POP,2010_POP,2020_POP,2020_HH,2020_HH_SIZE,TOT_POP,UND5,A5_19,A20_34,A35_49,A50_64,A65_74,A75_84,OV85,MED_AGE,WHITE,HISP,BLACK,ASIAN,OTHER,POP_HH,POP_16OV,IN_LBFRC,EMP,UNEMP,NOT_IN_LBFRC,TOT_WRKR16OV,WORK_AT_HOME,TOT_COMM,DROVE_AL,CARPOOL,TRANSIT,WALK_BIKE,COMM_OTHER,AGG_TT,NO_VEH,ONE_VEH,TWO_VEH,THREEOM_VEH,POP_25OV,LT_HS,HS,SOME_COLL,ASSOC,BACH,GRAD_PROF,INC_LT_25K,INC_25_50K,INC_50_75K,INC_75_100K,INC_100_150K,INC_GT_150,MEDINC,INCPERCAP,TOT_HH,OWN_OCC_HU,RENT_OCC_HU,VAC_HU,HU_TOT,HU_SNG_DET,HU_SNG_ATT,HU_2UN,HU_3_4UN,HU_5_9UN,HU_10_19UN,HU_GT_19UN,HU_MOBILE,MED_ROOMS,HA_AFT2010,HA_90_10,HA_70_90,HA_40_70,HA_BEF1940,MED_HA,BR_0_1,BR_2,BR_3,BR_4,BR_5,HV_LT_150K,HV_150_300K,HV_300_500K,HV_GT_500K,MED_HV,CASHRENT_HH,RENT_LT500,RENT_500_999,RENT_1000_1499,RENT_1500_2499,RENT_GT2500,MED_RENT,COMPUTER,ONLY_SMARTPHONE,NO_COMPUTER,INTERNET,BROADBAND,NO_INTERNET,DISAB_ONE,DISAB_TWOMOR,DISAB_ANY,DIS_HEAR,DIS_VIS,DIS_COG,DIS_AMB,DIS_SLFCARE,POP_18OV,DIS_INDPLIV,DIS_UND18,DIS_18_64,DIS_65_75,DIS_75OV,TOT_EMP_RES,RES_NAICS1_TYPE,RES_NAICS2_TYPE,RES_NAICS3_TYPE,RES_NAICS4_TYPE,RES_NAICS5_TYPE,RES_NAICS1_COUNT,RES_NAICS2_COUNT,RES_NAICS3_COUNT,RES_NAICS4_COUNT,RES_NAICS5_COUNT,TOT_EMP_WORK,WORK_NAICS1_TYPE,WORK_NAICS2_TYPE,WORK_NAICS3_TYPE,WORK_NAICS4_TYPE,WORK_NAICS5_TYPE,WORK_NAICS1_COUNT,WORK_NAICS2_COUNT,WORK_NAICS3_COUNT,WORK_NAICS4_COUNT,WORK_NAICS5_COUNT,RES_CITY1_TYPE,RES_CITY2_TYPE,RES_CITY3_TYPE,RES_CITY4_TYPE,RES_CITY5_TYPE,RES_CITY1_COUNT,RES_CITY2_COUNT,RES_CITY3_COUNT,RES_CITY4_COUNT,RES_CITY5_COUNT,WORK_CITY1_TYPE,WORK_CITY2_TYPE,WORK_CITY3_TYPE,WORK_CITY4_TYPE,WORK_CITY5_TYPE,WORK_CITY1_COUNT,WORK_CITY2_COUNT,WORK_CITY3_COUNT,WORK_CITY4_COUNT,WORK_CITY5_COUNT,IDES_START_EMP,IDES_MID_EMP,IDES_CURR_EMP,AVG_VMT,RET_SALES,GEN_MERCH,RES_EAV,CMRCL_EAV,IND_EAV,RAIL_EAV,FARM_EAV,MIN_EAV,TOT_EAV,TOT_ACRES,SF,Sfperc,MF,Mfperc,MIX,MIXperc,COMM,COMMperc,INST,INSTperc,IND,INDperc,TRANS,TRANSperc,AG,Agperc,OPEN,OPENperc,VACANT,VACperc,CT_1PHH,CT_2PHH,CT_3PHH,CT_4MPHH,CT_FAM_HH,CT_SP_WCHILD,CT_NONFAM_HH,HCUND20K,HCUND20K_LT20PCT,HCUND20K_20_29PCT,HCUND20K_30MPCT,HC20Kto49K,HC20Kto49K_LT20PCT,HC20Kto49K_20_29PCT,HC20Kto49K_30MPCT,HC50Kto75K,HC50Kto75K_LT20PCT,HC50Kto75K_20_29PCT,HC50Kto75K_30MPCT,HCOV75K,HCOV75K_LT20PCT,HCOV75K_20_29PCT,HCOV75K_30MPCT,NATIVE,FOR_BORN,POP_OV5,NOT_ENGLISH,LING_ISO,ENGLISH,SPANISH,SLAVIC,CHINESE,TAGALOG,ARABIC,KOREAN,OTHER_ASIAN,OTHER_EURO,OTHER_UNSPEC,2000_WHITE,2000_HISP,2000_BLACK,2000_ASIAN,2000_OTHER,2000_UND19,2000_A20_34,2000_A35_49,2000_A50_64,2000_OV65,2000_MED_AGE,2000_TOT_HH,2000_OWN_OCC_HU,2000_RENT_OCC_HU,2000_VAC_HU,2000_HU_TOT,2000_LT_HS,2000_HS,2000_SOME_COLL,2000_ASSOC,2000_BACH,2000_GRAD_PROF,2000_POP_25OV,HT_Cost_Typical,HT_Cost_Mod,H_Cost_Typical,H_Cost_Mod,T_Cost_Typical,T_Cost_Mod,GlobalID
35,34,Armour Square,12032,13391,13890,5648,2.44635269121813,13228.0163934426,550.672131147541,1974.06557377049,2682.40163934426,2346.09836065574,2570.77868852459,1373.35245901639,858.327868852459,872.319672131148,45.0136206581432,2217.22950819672,558.131147540984,1545,8422.65573770492,485,13213.4707560628,11140.9093635455,6281.77740753082,5756.6884371876,525.088970343219,4859.13195601466,5561.14861712762,500.148950349883,5060.99966677774,2410.42152615795,924.484505164945,1068.73375541486,522.074975008331,135.284905031656,146998.463845385,2241.45904590459,2133.19711971197,1016.10171017102,268.648064806481,9870.46721311475,3131.40983606557,2258.67213114754,1124.97540983607,523.672131147541,1606.44262295082,1225.29508196721,1996.92582025678,1004.01141226819,774.256776034237,666.32667617689,630.231098430813,585.466476462197,45246.2990217297,29191.3814060817,5657.2182596291,2070.4549071618,3585.90450928382,343.198288159772,5999.47347480106,762.027851458886,467.034482758621,867.202917771883,1053.33289124668,779.358090185676,233,1837.51724137931,0,4.86971316686842,177.099469496021,1802.92970822281,1260.12864721485,641.924403183024,2117.39124668435,1973.10334408425,1638.47214854111,1827.88461538462,2088.18169761273,289.65649867374,155.278514588859,53,543.968616262482,1075.30099857347,396.824536376605,368858.326842047,3477.76034236805,1313,625.385164051355,646.877318116976,717.877318116976,174.620542082739,833.940085592011,4746.2182596291,1218.56205420827,911,4542.87589158345,4502.87589158345,1114.34236804565,1014.50416527824,1128.38420526491,2142.88837054315,897.234255248251,399.179940019993,719.649450183272,1155.14428523825,393.434855048317,10887.2645784738,853.928690436521,55.0899700099967,480.679440186604,485.119960013329,1121.99900033322,4431,Health Care,Accommodation and Food Service,Retail Trade,Professional,Education,830,788,382,335,305,3281,Accommodation and Food Service,Health Care,Retail Trade,Arts and Entertainment,Administration,976,693,365,283,226,Outside of Chicago,The Loop,Armour Square,Near North Side,Near West Side,1537,771,515,239,208,Outside of Chicago,Bridgeport,Armour Square,Brighton Park,McKinley Park,803,569,515,252,192,,,,7759.6157688,,,,,,,,,,637.405694211274,54.300796245113,0.085190321859777,80.9286853192412,0.126965739487756,10.0922321586313,0.0158332946352471,92.523058241,0.145155681979729,11.8062535517874,0.0185223534383333,15.2412886742699,0.0239114410377671,344.056506775627,0.539776330679572,0,0,15.0401987759069,0.023595959233652,13.4166744696976,0.0210488776481663,2078.73894436519,1593.38659058488,958.295292439372,1026.79743223966,3114.3452211127,539.492154065621,2542.87303851641,1547.79657965797,90,389,1068.79657965797,1299.79477947795,240.18901890189,251,808.605760576058,774.715571557156,374,183.499549954996,217.21602160216,1786.76237623762,1115.48154815482,371.551755175518,299.729072907291,6985.991002999,6246.76074641786,12681.9673442186,7897.65844718427,5673.24158613795,4784.30889703432,316.033655448184,95.6794401866045,6679.26591136288,196,38,143,227.914695101633,193.764745084972,8,2062,448,2046,7305,171,,,,,,,,,,,,,,,,,,,,,,,,,c5db8ffe-1c75-4a4c-872e-f495899c912d
36,35,Douglas,26470,18238,20291,9878,1.87122899372343,21355,1126,3186,6750,3284,3371,2024,1097,517,33.9811870694224,2171,1497,13757,2822,1108,19283,18356,10362,8970,1392,7994,8616,1249,7367,3476,465,2274,726,426,234010,4655,4503,1114,203,14689,1583,2451,3346,864,3302,3143,3649,2046,1655,1081,979,1065,43527.7777777778,35006.8687895107,10475,2064,8411,876,11351,596,701,212,498,516,232,8596,0,4.06495994427029,362,1469,2729,4880,1911,1963.64749430524,5703,3371,1505,557,215,389,648,658,369,297899.159663866,8286,1913,1206,3271,1808,88,1142.61838440111,9624,1840,851,9329,9040,1146,1668,2196,3864,541,734,1636,2619,1081,17516,1876,84,2217,794,769,6091,Health Care,Education,Professional,Administration,Retail Trade,1111,684,613,538,531,6382,Education,Administration,Health Care,Retail Trade,Real Estate,2090,913,801,772,711,Outside of Chicago,The Loop,Near North Side,Near West Side,Douglas,1677,1636,634,503,163,Outside of Chicago,Douglas,South Shore,Auburn Gresham,Grand Boulevard,2440,163,158,139,137,,,,7338.2071708,,,,,,,,,,1052.77025016769,73.5896535568649,0.0699009622898664,164.497503471041,0.156252044018948,3.85232730754823,0.00365922888392279,64.3140078319071,0.061090259552512,185.824226213405,0.176509761919855,0.950303523098332,0.000902669431385399,369.007878136024,0.350511308689856,0,0,74.352580882938,0.0706256477812656,116.381769244863,0.110548117432389,6174,2421,999,881,3403,876,7072,2490,145,301,2044,2410,402,531,1477,1637,242,928,467,3116,1975,879,262,16766,4589,20229,4909,1823,15320,1095,251,982,35,125,87,391,1435,508,1745,295,22635,1390,405,,,,,,,,,,,,,,,,,,,,,,,,,85ad236d-4122-42b6-a8e8-64bec4e59519
37,36,Oakland,6110,5918,6799,3217,2.11345974510413,6977,659,1472,1274,1286,1385,571,248,82,35.8434343434343,293,263,6175,67,179,6977,5320,3425,2689,736,1895,2578,537,2041,1243,148,514,59,77,61805,1429,1386,468,144,4472,442,1014,918,416,925,757,1616,541,444,206,167,453,27693.3701657459,31272.3009889637,3427,878,2549,203,3630,318,191,156,225,962,284,1475,19,4.62132352941176,548,1415,684,662,321,1996.21848739496,1183,1260,813,214,160,33,215,358,209,364574.898785425,2496,718,832,586,342,18,858.091286307054,3188,637,239,3015,2891,412,362,602,964,184,213,603,475,201,4989,417,111,613,136,104,2229,Health Care,Education,Administration,Retail Trade,Professional,510,293,202,177,159,168,Health Care,Other Service,Retail Trade,Professional,Finance,138,16,8,4,1,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,668,533,198,168,60,Outside of Chicago,Kenwood,Douglas,Chicago Lawn,Englewood,52,8,7,7,7,,,,10143.1312478,,,,,,,,,,372.032818130446,26.0309138743059,0.0699694021756401,61.1239292688173,0.164297143397133,0.483525471017412,0.00129968499404768,4.08953903447778,0.0109924147418733,13.139241128974,0.0353174249384823,0,0,166.103865553296,0.446476379121626,0,0,64.4095226060169,0.173128604432507,36.6522811935405,0.0985189461986901,1670,970,349,438,1673,693,1754,1119,11,271,837,729,50,96,583,444,90,187,167,826,442,244,140,6340,637,6318,574,144,5744,128,0,20,0,0,0,49,104,273,40,58,5957,8,47,,,,,,,,,,,,,,,,,,,,,,,,,2db044c2-01ce-4261-b357-1f8d6e50b9f5
38,38,Grand Boulevard,28006,21929,24589,11278,2.16066678489094,24813,1616,3890,5920,4788,4887,2134,988,590,37.9181547619048,1296,809,21690,191,827,24548,20417,13112,11074,2021,7305,10674,2140,8534,5257,439,2285,401,152,292770,3677,6047,1625,797,17863,2029,4054,3552,1642,3958,2628,4307,2204,1278,1571,1584,1202,43047.619047619,36285.5331076452,12146,3555,8591,1204,13350,1503,727,785,2843,3509,718,3265,0,4.98415777562237,1033,4140,1496,2377,4304,1969.92779783394,3630,3674,3973,1674,399,327,1438,843,936,301470.588235294,8334,2250,1631,2460,1895,98,1060.64461407973,10965,2116,1181,10698,10153,1448,1867,2472,4339,578,1077,1528,2813,1023,19548,1838,118,2191,1047,983,7851,Health Care,Education,Administration,Retail Trade,Professional,1642,1006,793,627,520,2610,Health Care,Management,Retail Trade,Accommodation and Food Service,Education,896,494,337,218,129,The Loop,Outside of Chicago,Near North Side,Near West Side,Hyde Park,2093,2012,768,613,274,Outside of Chicago,Grand Boulevard,Chatham,South Shore,Auburn Gresham,837,148,75,74,69,,,,10172.9624475,,,,,,,,,,1113.19822120787,77.9500337877431,0.0700234983336243,256.301446375215,0.230238821345865,9.62514505958534,0.00864638918407684,38.317788812022,0.0344213528929693,107.16098796535,0.0962640668335555,7.94929823110994,0.00714095484493729,374.411508119599,0.336338579227466,1.8212366495046,0.00163603984879573,29.4174707241895,0.0264260849179853,210.243305483556,0.188864212570724,6222,2802,1554,1568,5206,1545,6940,3374,119,555,2700,2580,396,341,1843,1278,274,506,498,4357,2318,1389,650,23774,1039,23197,1895,542,21302,934,75,29,0,137,21,1,280,418,173,236,27370,21,206,,,,,,,,,,,,,,,,,,,,,,,,,6f35aafd-8197-47ba-af10-c3a37c1aeceb
39,39,Kenwood,18363,17841,19116,10097,1.87719124492423,18637,1063,3040,3929,3488,3593,2177,883,464,39.084126984127,3873,445,12138,1091,1090,18465,15299,9281,8307,959,6018,8001,1854,6147,3206,401,1852,523,165,180430,3300,5018,1267,399,13446,746,2114,2130,684,3076,4696,2737,1759,1148,1029,1484,1827,58051.948051948,55310.6645382841,9984,3626,6358,1159,11143,981,921,47,507,1575,583,6529,0,4.52503881987578,128,1628,2291,3716,3380,1962.10512687727,4699,3199,1912,771,562,594,1098,926,889,314269.141531323,6312,1110,1011,1764,2212,215,1263.6186770428,9259,1149,725,8905,8418,1079,1780,1282,3062,539,533,1025,1849,418,14730,900,207,1622,696,537,6353,Health Care,Education,Professional,Administration,Retail Trade,1354,1105,532,491,436,1068,Health Care,Other Service,Retail Trade,Education,Real Estate,211,200,185,118,93,Outside of Chicago,The Loop,Hyde Park,Near North Side,Near West Side,1664,1542,832,502,450,Outside of Chicago,Kenwood,South Shore,Hyde Park,Grand Boulevard,332,87,44,37,26,,,,8492.7149771,,,,,,,,,,666.480471787503,137.959329264768,0.206996806515217,129.045613125186,0.193622496963918,0.576325435138649,0.000864729665061216,25.7893379032344,0.0386948140191824,52.9823193823635,0.0794956816067914,0.607814602841148,0.000911976612324419,180.900469964723,0.27142651228707,0,0,123.177737586169,0.184818224689773,15.4415245230789,0.0231687576406623,5453,2610,1043,878,3711,974,6273,2078,104,381,1593,2054,102,415,1537,1130,123,482,525,4332,2675,1031,626,16947,1690,17574,2242,571,15332,597,56,494,8,115,59,206,535,172,2915,301,13900,785,462,,,,,,,,,,,,,,,,,,,,,,,,,5b9e1b55-c41b-4879-8f3c-91c634bfb90d
40,40,Washington Park,14146,11717,12707,5168,2.44717492260062,12366,844,3467,2669,2607,1750,817,176,36,30.68255687974,230,171,11594,0,371,12330,9002,5696,4790,906,3306,4629,757,3872,2049,159,1495,54,115,148760,2261,2297,415,306,7249,982,2067,2072,406,958,764,2603,1012,418,603,394,249,26013.8888888889,19948.3945495714,5279,721,4558,855,6134,257,107,381,1144,2046,539,1660,0,4.84815019326339,500,1177,807,1552,2098,1958.52836879433,1566,2119,1840,514,95,238,302,99,82,213980.263157895,4416,609,1327,1668,812,0,1060.55209260908,4769,1332,510,4702,4548,577,1016,1119,2135,281,736,774,1148,436,8539,748,182,1393,460,100,3444,Health Care,Administration,Education,Retail Trade,Transportation,744,409,360,309,297,881,Arts and Entertainment,Education,Transportation,Administration,Accommodation and Food Service,218,205,74,72,58,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,1091,681,327,188,113,Outside of Chicago,Chatham,Washington Heights,Greater Grand Crossing,Auburn Gresham,331,20,18,17,17,,,,8537.9799449,,,,,,,,,,972.738369568454,15.903668083344,0.0163493788061424,129.055256766364,0.132672114932218,5.07915126662265,0.0052214978102241,36.2162051110387,0.0372311879987891,42.3807054023961,0.0435684524516062,8.78554951201774,0.00903177029596906,230.225430827406,0.236677649437786,0,0,350.837914870551,0.360670377407028,154.254487728713,0.158577570860237,2358,1329,665,927,2717,1360,2562,1808,10,129,1669,1424,140,288,996,392,40,260,92,1235,772,344,119,12036,330,11522,797,381,10725,431,0,20,0,0,0,0,15,331,74,134,13798,5,135,,,,,,,,,,,,,,,,,,,,,,,,,eaf458d8-e0d1-4ee9-b9cd-5f8d92e06c66
41,41,Hyde Park,29920,25681,29456,14818,1.79207720340127,29559,883,4747,11649,4167,4070,2248,1223,572,29.9027165932452,13273,2088,7769,4254,2175,27008,26052,16600,15601,976,9452,15180,3228,11952,3364,545,3413,4460,170,324705,6426,6764,1433,179,18786,667,1181,1827,543,4704,9864,3494,2958,2259,1461,1795,2835,61004.2735042735,55471.1346459623,14802,5097,9705,1289,16091,784,1475,85,910,3193,1294,8290,60,4.63495180292753,494,1390,1631,4099,8477,1937.45487790492,6824,4120,3174,1368,605,741,1636,1568,1036,313740.920096852,9620,267,1578,3280,3581,914,1438.23529411765,14290,855,512,14200,13483,602,1904,1213,3117,702,865,1185,1482,440,25492,804,260,1471,530,856,10392,Education,Health Care,Professional,Retail Trade,Administration,2500,2126,872,669,628,26427,Education,Health Care,Accommodation and Food Service,Retail Trade,Other Service,12501,11141,702,636,400,Outside of Chicago,Hyde Park,The Loop,Near North Side,Near West Side,2845,2740,1889,680,549,Outside of Chicago,Hyde Park,Kenwood,Near South Side,The Loop,10582,2740,832,770,653,,,,6659.2210599,,,,,,,,,,1032.23374249405,98.0150477615896,0.0949543148287024,178.714582222183,0.173133830899946,7.84564360009749,0.00760064632371066,29.9738391285476,0.0290378408441927,182.29223095593,0.176599759774837,1.87070617435098,0.00181228930748867,254.083170164825,0.24614887084675,0,0,277.018877898413,0.268368361248383,2.41964458811208,0.0023440859259898,7956,3844,1799,1203,4552,778,10250,2138,39,70,2029,3432,166,356,2910,2228,325,1071,832,6083,3975,1449,659,23767,5792,28676,7415,2089,21261,1570,346,1530,65,57,301,647,2435,464,13020,1230,11290,3366,1014,,,,,,,,,,,,,,,,,,,,,,,,,cb2843b9-15a3-43af-b6a3-f0da2df508f3
42,42,Woodlawn,27086,23740,24425,10517,2.1862698488162,23865,1109,4901,6124,4274,4520,1906,793,238,34.415264074289,2350,736,18432,859,1488,22580,19834.2182214948,11781.8352427714,9817.85215493726,1918.98308783415,8052.3829787234,9407.44844517185,905.142662302237,8502.30578286961,4271.12111292962,666.000818330606,2289.11211129296,956.017730496454,320.054009819967,272009.150300055,3911.30894710825,4607.05882352941,1369.03213049926,455.296589223925,15396,1865,3920,4433,1170,2242,1766,4570,2009,1207,956,828,707,29969.4055944056,22867.6162581186,10277,2342,7935,2371,12648,1485,596,2157,2043,2811,646,2868,42,5.40121471954269,615,1696,2271,3169,4897,1953.71049949032,3338,3185,4397,1119,609,501,894,586,361,266467.065868263,7657,1426,2023,2294,1815,99,1079.7268907563,9324,1815,953,8611,8267,1666,2220.51500272777,2063.95253682488,4284.46753955265,809.404528096017,1149.21440261866,1398.00409165303,2473.81314784506,937.159574468085,19106.2182214948,1702.30223677032,404,2730.53109656301,674.004909983633,475.931533006001,7525,Health Care,Education,Administration,Retail Trade,Transportation,1666,988,743,672,565,2435,Health Care,Education,Retail Trade,Other Service,Professional,764,553,217,177,176,Outside of Chicago,The Loop,Near North Side,Hyde Park,Near West Side,2475,1461,625,589,435,Outside of Chicago,Woodlawn,Hyde Park,South Shore,Grand Boulevard,819,159,97,90,56,,,,8811.161639,,,,,,,,,,1325.36839088901,68.4162914910152,0.0516205848587681,249.77409563631,0.188456354741319,6.06050819135592,0.00457269709540209,34.8285695802176,0.0262784066827306,142.094338542014,0.107211202197679,4.5921082339721,0.00346477874796144,357.279887064499,0.269570248936485,0,0,343.126989257444,0.258891785571622,119.195602892184,0.0899339411680335,5059,2374,1210,1634,4504,1267,5773,3107.21848739496,112.332179930796,309.38062283737,2685.50568462679,2850.88630746416,253.767671774592,569.387048937222,2027.73158675235,1215.18932278794,342.873949579832,374.028670291646,498.286702916461,2520.40237271379,1709.81562036579,471.31586752348,339.270884824518,22620.2078559738,1602.91543917076,23061.6301145663,2494.12820512821,1067.52782324059,20567.5019094381,1130.45935624659,95.2812329514457,274,0,39,53.1933987997818,93.8251500272777,523.895253682488,284.473813420622,761,288,25518,207,312,,,,,,,,,,,,,,,,,,,,,,,,,ad37488a-d76b-49e9-a57c-3be7d38a8f41
43,43,South Shore,61556,52010,53971,25748,2.06004349852416,55754,3537,9516,12986,10541,10207,5976,2017,974,37.1964627151052,1581,1776,51359,241,797,54718,44163.7817785052,28596.1647572286,23993.1478450627,4603.01691216585,15567.6170212766,23647.5515548282,1775.85733769776,21871.6942171304,11778.8788870704,1218.99918166939,7755.88788870704,511.982269503546,605.945990180033,906200.849699945,9962.69105289175,12337.9411764706,2953.96786950074,1061.70341077608,39501,4406,10195,11560,3411,5740,4189,8700,6203,5351,2280,2249,1599,39649.467190129,30345.6302507443,26382,6621,19761,4844,31226,3726,817,2799,4802,8009,2247,8801,25,5.1335085413929,240,1320,3624,11221,14821,1942.12617449664,11721,9583,7312,2006,604,2683,2573,798,538,191513.157894737,19420,1640,6660,8524,2476,120,1066.03596852754,24041,4983,2341,23285,22585,3097,5367.48499727223,4444.04746317512,9811.53246044735,1315.59547190398,2457.78559738134,3370.99590834697,5505.18685215494,1999.84042553191,42412.7817785052,3302.69776322968,726,5580.46890343699,2220.99509001637,1284.068466994,14472,Health Care,Administration,Education,Retail Trade,Transportation,3166,1620,1435,1302,1238,3316,Health Care,Retail Trade,Other Service,Construction,Accommodation and Food Service,1440,639,265,264,177,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,4950,2894,1279,845,449,Outside of Chicago,South Shore,South Chicago,Auburn Gresham,Chatham,1252,350,117,101,100,,,,8937.5092538,,,,,,,,,,1877.16616391066,371.682900613643,0.198002130956443,461.022947989519,0.245595172581355,19.4466373507,0.010359571637594,90.1919124800605,0.0480468454066771,73.5474459846256,0.0391800403174783,12.3541480485988,0.00658127569424205,621.280126179164,0.330967038573114,0,0,141.368678700634,0.0753096243787623,86.2713665637144,0.0459583004543333,13645,6252,3123,3362,10897,4032,15485,6349.78151260504,173.667820069204,360.61937716263,5815.49431537321,7393.11369253584,485.232328225408,1450.61295106278,5457.26841324765,5215.81067721206,1732.12605042017,2320.97132970835,1162.71329708354,6040.59762728621,4222.18437963421,1499.68413247652,318.729115175482,53052.7921440262,2343.08456082924,51911.3698854337,2796.87179487179,1088.47217675941,49114.4980905619,1290.54064375341,50.7187670485543,19,7,108,17.8066012002182,26.1748499727223,806.104746317512,471.526186579378,703,636,59405,85,727,,,,,,,,,,,,,,,,,,,,,,,,,7d89ff82-f824-473a-8d1c-17f442939fe0
44,44,Chatham,37275,31028,31710,15053,2.10642396864412,31381.946528332,1209.64804469274,5541.17478052674,6701.27214684757,4977.08300079808,7139.18276137271,3414.14764565044,1606.43814844374,793,41.4108786745087,336,783,29575.946528332,111,576,31355.816091954,26693.9003205128,15323.046474359,12922.9705128205,2341.07596153846,11370.8538461538,12796.4637820513,1879.44679487179,10917.0169871795,5761.92243589744,1218.56121794872,3493.52532051282,208.708333333333,234.299679487179,413821.296474359,4777.74197040779,7045.73006134969,2424.91519307109,765.255864308914,22593.6584197925,2708.5778132482,5056.32721468476,6599.49241819633,1555,4310.20590582602,2364.05506783719,4925.83141762452,3882.21455938697,2233.06130268199,1325,1753.75478927203,896.900383141762,39348.4499643297,28801.1990237981,15016.7624521073,5608.44673539519,9406.07216494845,2335.5938697318,17349.5360824742,5329.21305841924,825,1345.54639175258,3631.9587628866,3899.13058419244,1370,948.687285223368,0,5.55185926712008,222.371134020619,1055.54639175258,1254,7597.7147766323,7219.90378006873,1946.91137891123,4554.68728522337,5888.59450171821,5032.77319587629,1510.60137457045,362.879725085911,1546.76245210728,3262.39846743295,539.486590038314,251,199495.098214179,9316.11494252873,755,4444.72413793103,3514.28352490421,602.107279693487,0,970.811035132055,13371.7318007663,3131.68199233716,1645.030651341,11826.7318007663,11339.7318007663,3190.030651341,3069.79519230769,2885.07852564103,5954.87371794872,833.80641025641,972.141346153846,2038.94262820513,3684.16025641026,1484.32948717949,25618.35,2635.50096153846,332.108974358974,3255.08141025641,1127.67820512821,1240.00512820513,8894,Health Care,Education,Administration,Transportation,Retail Trade,1954,1023,935,798,754,4155,Retail Trade,Other Service,Accommodation and Food Service,Transportation,Health Care,2028,544,418,358,197,Outside of Chicago,The Loop,Near North Side,Near West Side,Hyde Park,2685,2127,786,555,195,Outside of Chicago,Chatham,South Shore,Auburn Gresham,Roseland,2248,120,101,99,99,,,,10476.878386,,,,,,,,,,1889.75873780643,525.800111153719,0.278236634462688,255.443197595028,0.135172386021899,16.9071048513637,0.0089467001861777,178.894162267508,0.094665080091209,81.8054397238227,0.0432888273445846,40.2417383958562,0.0212946433800156,684.165900406847,0.362038754852381,0,0,41.7659367086967,0.0221012004723826,64.735146703589,0.0342557731886619,7832.05747126437,3443.42911877395,1768.14176245211,1973.13409961686,6531.70498084291,1720.2183908046,8485.05747126437,3524.43233489715,33,118.086611331649,3373.3457235655,4588.29772645254,264.627932154457,1526.96715987008,2796.702634428,2232.00252616384,933.075424034645,839.263081919884,459.664020209311,3973.26091663659,3044.59364850235,757.522915914832,171.144352219415,30628.6516025641,746.054166666667,30169.2974358974,1253.68621794872,214.067948717949,28915.6112179487,851.266987179487,2,12.8227564102564,0,0,0,0.626602564102564,164.316025641026,222.653846153846,121,220,36538,24,372,,,,,,,,,,,,,,,,,,,,,,,,,f40e20a9-cf27-4eed-ac66-e02b97bede34
